Customer_ID,Age,Gender,Purchase_Amount_USD,Location,Category,Season,Review_Rating,Previous_Purchases,Subscription_Status,Discount_Applied,Promo_Code_Used,Payment_Method,Frequency_of_Purchases,customer_segment,customer_type
22,31,Male,62,North Carolina,Clothing,Winter,4.09999990463257,22,Yes,Yes,Yes,Debit Card,Quarterly,Medium Value,Regular
23,56,Male,37,California,Clothing,Summer,3.20000004768372,32,Yes,Yes,Yes,Debit Card,Annually,Low Value,Loyal
24,31,Male,88,Oklahoma,Clothing,Winter,4.40000009536743,40,Yes,Yes,Yes,Credit Card,Weekly,High Value,Loyal
25,18,Male,22,Florida,Outerwear,Fall,2.90000009536743,16,Yes,Yes,Yes,Debit Card,Weekly,Low Value,Regular
26,18,Male,25,Texas,Clothing,Summer,3.59999990463257,14,Yes,Yes,Yes,PayPal,Annually,Low Value,Regular
27,38,Male,20,Nevada,Accessories,Spring,3.59999990463257,13,Yes,Yes,Yes,Credit Card,Annually,Low Value,Regular
28,56,Male,56,Kentucky,Clothing,Summer,5,7,Yes,Yes,Yes,Bank Transfer,Every 3 Months,Medium Value,New
29,54,Male,94,North Carolina,Accessories,Fall,4.40000009536743,41,Yes,Yes,Yes,PayPal,Every 3 Months,High Value,Loyal
30,31,Male,48,Wyoming,Clothing,Fall,4.09999990463257,14,Yes,Yes,Yes,Credit Card,Weekly,Low Value,Regular
31,57,Male,31,North Carolina,Accessories,Winter,4.69999980926514,16,Yes,Yes,Yes,Credit Card,Monthly,Low Value,Regular
32,33,Male,79,West Virginia,Clothing,Winter,4.69999980926514,45,Yes,Yes,Yes,Venmo,Monthly,Medium Value,Loyal
33,36,Male,67,Kansas,Outerwear,Summer,4.90000009536743,37,Yes,Yes,Yes,Venmo,Annually,Medium Value,Loyal
34,54,Male,38,Colorado,Clothing,Summer,3.29999995231628,45,Yes,Yes,Yes,Cash,Quarterly,Low Value,Loyal
35,36,Male,91,North Dakota,Clothing,Spring,4.59999990463257,38,Yes,Yes,Yes,PayPal,Quarterly,High Value,Loyal
36,54,Male,33,Massachusetts,Clothing,Summer,4,48,Yes,Yes,Yes,Credit Card,Bi-Weekly,Low Value,Loyal
37,35,Male,69,Illinois,Clothing,Winter,4.59999990463257,44,Yes,Yes,Yes,PayPal,Fortnightly,Medium Value,Loyal
38,35,Male,45,Indiana,Clothing,Summer,2.79999995231628,10,Yes,Yes,Yes,PayPal,Weekly,Low Value,Regular
39,29,Male,37,Florida,Clothing,Winter,3.70000004768372,44,Yes,Yes,Yes,Venmo,Every 3 Months,Low Value,Loyal
40,70,Male,60,Arizona,Clothing,Summer,4.19999980926514,18,Yes,Yes,Yes,Credit Card,Monthly,Medium Value,Regular
41,69,Male,76,Louisiana,Accessories,Winter,4.59999990463257,31,Yes,Yes,Yes,Debit Card,Quarterly,Medium Value,Loyal
42,67,Male,39,Alaska,Accessories,Spring,4.5,40,Yes,Yes,Yes,Venmo,Annually,Low Value,Loyal
43,20,Male,100,Tennessee,Outerwear,Spring,4.09999990463257,15,Yes,Yes,Yes,PayPal,Annually,High Value,Regular
44,25,Male,69,Ohio,Accessories,Fall,3.70000004768372,19,Yes,Yes,Yes,PayPal,Fortnightly,Medium Value,Regular
45,39,Male,53,Kentucky,Accessories,Summer,4.59999990463257,45,Yes,Yes,Yes,PayPal,Weekly,Medium Value,Loyal
46,50,Male,21,Tennessee,Clothing,Fall,2.90000009536743,25,Yes,Yes,Yes,PayPal,Annually,Low Value,Regular
47,57,Male,43,California,Clothing,Summer,2.90000009536743,45,Yes,Yes,Yes,Cash,Quarterly,Low Value,Loyal
48,55,Male,54,Montana,Accessories,Winter,4.5,36,Yes,Yes,Yes,Cash,Weekly,Medium Value,Loyal
49,42,Male,55,Nevada,Clothing,Summer,2.70000004768372,38,Yes,Yes,Yes,Cash,Monthly,Medium Value,Loyal
50,68,Male,30,New Jersey,Clothing,Spring,4.59999990463257,34,Yes,Yes,Yes,Debit Card,Bi-Weekly,Low Value,Loyal
51,49,Male,28,Maryland,Clothing,Spring,3.70000004768372,39,Yes,Yes,Yes,Debit Card,Bi-Weekly,Low Value,Loyal
52,59,Male,59,Vermont,Clothing,Winter,4.69999980926514,7,Yes,Yes,Yes,Credit Card,Quarterly,Medium Value,New
53,42,Male,20,Alaska,Clothing,Summer,2.59999990463257,26,Yes,Yes,Yes,Credit Card,Weekly,Low Value,Regular
54,29,Male,24,Mississippi,Clothing,Winter,3.90000009536743,35,Yes,Yes,Yes,Credit Card,Weekly,Low Value,Loyal
55,47,Male,94,New Mexico,Outerwear,Summer,4.19999980926514,35,Yes,Yes,Yes,Debit Card,Bi-Weekly,High Value,Loyal
56,40,Male,28,South Carolina,Outerwear,Winter,3,49,Yes,Yes,Yes,Credit Card,Annually,Low Value,Loyal
57,41,Male,73,Mississippi,Accessories,Summer,4.69999980926514,46,Yes,Yes,Yes,Credit Card,Weekly,Medium Value,Loyal
58,21,Male,64,West Virginia,Outerwear,Summer,4.40000009536743,17,Yes,Yes,Yes,Debit Card,Fortnightly,Medium Value,Regular
59,69,Male,54,Missouri,Clothing,Summer,4.19999980926514,29,Yes,Yes,Yes,Venmo,Monthly,Medium Value,Regular
60,63,Male,79,Louisiana,Accessories,Spring,4.59999990463257,4,Yes,Yes,Yes,Debit Card,Weekly,Medium Value,New
61,50,Male,37,Idaho,Clothing,Summer,4,17,Yes,Yes,Yes,Cash,Weekly,Low Value,Regular
62,55,Male,68,Texas,Accessories,Winter,4.69999980926514,21,Yes,Yes,Yes,Credit Card,Every 3 Months,Medium Value,Regular
63,30,Male,21,Mississippi,Footwear,Spring,3.79999995231628,31,Yes,Yes,Yes,Credit Card,Fortnightly,Low Value,Loyal
64,33,Male,79,Arizona,Accessories,Winter,2.70000004768372,43,Yes,Yes,Yes,Credit Card,Weekly,Medium Value,Loyal
65,65,Male,83,Alabama,Footwear,Fall,4.80000019073486,18,Yes,Yes,Yes,Debit Card,Fortnightly,High Value,Regular
66,65,Male,36,New Jersey,Accessories,Spring,4.80000019073486,44,Yes,Yes,Yes,Venmo,Every 3 Months,Low Value,Loyal
67,31,Male,94,Pennsylvania,Clothing,Winter,4.69999980926514,3,Yes,Yes,Yes,Venmo,Every 3 Months,High Value,New
68,45,Male,33,Connecticut,Outerwear,Winter,4.40000009536743,49,Yes,Yes,Yes,Debit Card,Monthly,Low Value,Loyal
69,57,Male,46,Utah,Accessories,Summer,3.90000009536743,21,Yes,Yes,Yes,Cash,Every 3 Months,Low Value,Regular
70,48,Male,70,Tennessee,Accessories,Summer,4.40000009536743,5,Yes,Yes,Yes,Cash,Weekly,Medium Value,New
71,22,Male,29,Alabama,Accessories,Fall,4.19999980926514,32,Yes,Yes,Yes,Debit Card,Every 3 Months,Low Value,Loyal
72,36,Male,48,Virginia,Clothing,Summer,2.90000009536743,34,Yes,Yes,Yes,Bank Transfer,Annually,Low Value,Loyal
73,18,Male,26,Georgia,Clothing,Winter,2.90000009536743,21,Yes,Yes,Yes,Bank Transfer,Every 3 Months,Low Value,Regular
74,48,Male,85,Hawaii,Clothing,Spring,2.70000004768372,43,Yes,Yes,Yes,Bank Transfer,Bi-Weekly,High Value,Loyal
75,49,Male,58,Indiana,Accessories,Spring,4.5,3,Yes,Yes,Yes,Cash,Monthly,Medium Value,New
76,64,Male,85,Utah,Accessories,Summer,2.70000004768372,21,Yes,Yes,Yes,Credit Card,Annually,High Value,Regular
77,50,Male,43,Delaware,Accessories,Summer,4.19999980926514,32,Yes,Yes,Yes,Venmo,Monthly,Low Value,Loyal
78,22,Male,53,Delaware,Clothing,Summer,3.29999995231628,36,Yes,Yes,Yes,Debit Card,Fortnightly,Medium Value,Loyal
79,50,Male,91,Nebraska,Clothing,Spring,4.69999980926514,50,Yes,Yes,Yes,Venmo,Fortnightly,High Value,Loyal
80,38,Male,96,Iowa,Outerwear,Winter,2.59999990463257,43,Yes,Yes,Yes,Bank Transfer,Every 3 Months,High Value,Loyal
81,19,Male,72,New York,Footwear,Summer,3.29999995231628,24,Yes,Yes,Yes,Credit Card,Every 3 Months,Medium Value,Regular
82,67,Male,96,Virginia,Footwear,Summer,2.59999990463257,36,Yes,Yes,Yes,Credit Card,Every 3 Months,High Value,Loyal
83,19,Male,28,Georgia,Clothing,Spring,4,21,Yes,Yes,Yes,Credit Card,Every 3 Months,Low Value,Regular
84,36,Male,40,Texas,Clothing,Summer,4.09999990463257,34,Yes,Yes,Yes,Bank Transfer,Weekly,Low Value,Loyal
85,52,Male,32,Arizona,Outerwear,Spring,4.40000009536743,42,Yes,Yes,Yes,Bank Transfer,Every 3 Months,Low Value,Loyal
86,53,Male,95,New Mexico,Accessories,Winter,4.5,2,Yes,Yes,Yes,Debit Card,Bi-Weekly,High Value,New
87,24,Male,41,Nevada,Clothing,Spring,3.70000004768372,47,Yes,Yes,Yes,Cash,Bi-Weekly,Low Value,Loyal
88,52,Male,53,Ohio,Footwear,Fall,3.70000004768372,44,Yes,Yes,Yes,Debit Card,Fortnightly,Medium Value,Loyal
89,33,Male,47,Wyoming,Clothing,Fall,3.5,35,Yes,Yes,Yes,Credit Card,Monthly,Low Value,Loyal
90,47,Male,83,California,Outerwear,Fall,3.59999990463257,15,Yes,Yes,Yes,Cash,Quarterly,High Value,Regular
91,25,Male,48,South Carolina,Accessories,Summer,2.90000009536743,29,Yes,Yes,Yes,Credit Card,Monthly,Low Value,Regular
92,44,Male,99,South Carolina,Accessories,Winter,4.59999990463257,18,Yes,Yes,Yes,Credit Card,Every 3 Months,High Value,Regular
93,61,Male,87,Texas,Outerwear,Winter,4.40000009536743,13,Yes,Yes,Yes,Venmo,Every 3 Months,High Value,Regular
94,37,Male,62,Florida,Clothing,Fall,4.5,46,Yes,Yes,Yes,Credit Card,Weekly,Medium Value,Loyal
95,58,Male,76,Nevada,Clothing,Spring,4.59999990463257,28,Yes,Yes,Yes,Credit Card,Weekly,Medium Value,Regular
96,37,Male,100,Missouri,Footwear,Fall,3.79999995231628,48,Yes,Yes,Yes,PayPal,Monthly,High Value,Loyal
97,32,Male,73,Delaware,Accessories,Spring,3.59999990463257,43,Yes,Yes,Yes,Venmo,Every 3 Months,Medium Value,Loyal
98,21,Male,92,Virginia,Footwear,Winter,4.80000019073486,37,Yes,Yes,Yes,Cash,Annually,High Value,Loyal
99,20,Male,67,New York,Clothing,Spring,2.59999990463257,20,Yes,Yes,Yes,Bank Transfer,Annually,Medium Value,Regular
100,26,Male,40,Missouri,Clothing,Summer,3.70000004768372,33,Yes,Yes,Yes,Debit Card,Quarterly,Low Value,Loyal
101,62,Male,98,South Dakota,Accessories,Fall,2.70000004768372,31,Yes,Yes,Yes,Cash,Fortnightly,High Value,Loyal
102,27,Male,85,North Dakota,Outerwear,Spring,4.59999990463257,50,Yes,Yes,Yes,Credit Card,Bi-Weekly,High Value,Loyal
103,51,Male,67,Oklahoma,Clothing,Winter,4.80000019073486,35,Yes,Yes,Yes,Credit Card,Quarterly,Medium Value,Loyal
104,54,Male,89,West Virginia,Footwear,Winter,4,22,Yes,Yes,Yes,Venmo,Bi-Weekly,High Value,Regular
105,55,Male,24,New Hampshire,Accessories,Spring,4.40000009536743,1,Yes,Yes,Yes,PayPal,Monthly,Low Value,New
106,69,Male,96,New York,Accessories,Fall,3.59999990463257,4,Yes,Yes,Yes,Bank Transfer,Annually,High Value,New
107,64,Male,35,Minnesota,Outerwear,Summer,3.70000004768372,31,Yes,Yes,Yes,Credit Card,Monthly,Low Value,Loyal
108,28,Male,67,Maryland,Footwear,Winter,3.09999990463257,46,Yes,Yes,Yes,PayPal,Fortnightly,Medium Value,Loyal
109,70,Male,79,Montana,Clothing,Spring,3.40000009536743,32,Yes,Yes,Yes,Bank Transfer,Bi-Weekly,Medium Value,Loyal
110,58,Male,85,Alabama,Clothing,Spring,2.59999990463257,43,Yes,Yes,Yes,Bank Transfer,Fortnightly,High Value,Loyal
111,56,Male,26,New York,Accessories,Summer,4,26,Yes,Yes,Yes,Venmo,Fortnightly,Low Value,Regular
112,26,Male,75,Massachusetts,Accessories,Summer,5,9,Yes,Yes,Yes,Credit Card,Annually,Medium Value,New
113,37,Male,65,Florida,Accessories,Spring,4.30000019073486,28,Yes,Yes,Yes,PayPal,Bi-Weekly,Medium Value,Regular
114,44,Male,54,New Jersey,Accessories,Winter,3.09999990463257,20,Yes,Yes,Yes,PayPal,Quarterly,Medium Value,Regular
115,70,Male,95,Massachusetts,Outerwear,Summer,3.70000004768372,9,Yes,Yes,Yes,Cash,Weekly,High Value,New
116,53,Male,94,Wyoming,Clothing,Spring,3.79999995231628,48,Yes,Yes,Yes,Debit Card,Every 3 Months,High Value,Loyal
117,55,Male,86,Virginia,Footwear,Spring,3.40000009536743,12,Yes,Yes,Yes,Venmo,Annually,High Value,Regular
118,50,Male,32,South Dakota,Footwear,Summer,4.59999990463257,29,Yes,Yes,Yes,Cash,Fortnightly,Low Value,Regular
119,50,Male,45,Kentucky,Clothing,Fall,4.80000019073486,27,Yes,Yes,Yes,Cash,Bi-Weekly,Low Value,Regular
120,38,Male,76,Wyoming,Outerwear,Fall,4.30000019073486,44,Yes,Yes,Yes,Cash,Annually,Medium Value,Loyal
121,64,Male,84,West Virginia,Accessories,Summer,4,32,Yes,Yes,Yes,Bank Transfer,Annually,High Value,Loyal
122,19,Male,72,Virginia,Clothing,Winter,4.19999980926514,11,Yes,Yes,Yes,Cash,Fortnightly,Medium Value,Regular
123,40,Male,40,Washington,Accessories,Spring,4.80000019073486,44,Yes,Yes,Yes,Cash,Fortnightly,Low Value,Loyal
124,57,Male,89,Louisiana,Clothing,Fall,3.09999990463257,46,Yes,Yes,Yes,Cash,Weekly,High Value,Loyal
125,44,Male,86,Nevada,Clothing,Spring,3.09999990463257,50,Yes,Yes,Yes,PayPal,Annually,High Value,Loyal
126,49,Male,54,California,Clothing,Winter,3.59999990463257,45,Yes,Yes,Yes,Venmo,Every 3 Months,Medium Value,Loyal
127,43,Male,36,Mississippi,Clothing,Spring,3.90000009536743,48,Yes,Yes,Yes,Cash,Every 3 Months,Low Value,Loyal
128,24,Male,89,Mississippi,Clothing,Winter,4.80000019073486,26,Yes,Yes,Yes,Credit Card,Weekly,High Value,Regular
129,20,Male,32,California,Accessories,Spring,4.69999980926514,21,Yes,Yes,Yes,Credit Card,Fortnightly,Low Value,Regular
130,24,Male,67,Pennsylvania,Clothing,Summer,4.19999980926514,49,Yes,Yes,Yes,PayPal,Bi-Weekly,Medium Value,Loyal
131,44,Male,39,Kentucky,Accessories,Fall,3.70000004768372,13,Yes,Yes,Yes,PayPal,Fortnightly,Low Value,Regular
132,28,Male,29,Maine,Clothing,Summer,3.90000009536743,46,Yes,Yes,Yes,Credit Card,Weekly,Low Value,Loyal
133,30,Male,58,New Mexico,Accessories,Fall,4.69999980926514,42,Yes,Yes,Yes,PayPal,Weekly,Medium Value,Loyal
134,52,Male,65,Montana,Clothing,Winter,2.5,25,Yes,Yes,Yes,Venmo,Annually,Medium Value,Regular
135,43,Male,94,Texas,Accessories,Fall,4.90000009536743,25,Yes,Yes,Yes,Cash,Monthly,High Value,Regular
136,43,Male,81,Kansas,Footwear,Fall,4.09999990463257,12,Yes,Yes,Yes,PayPal,Quarterly,High Value,Regular
137,39,Male,86,South Carolina,Clothing,Winter,3.29999995231628,4,Yes,Yes,Yes,Debit Card,Quarterly,High Value,New
138,68,Male,43,Colorado,Footwear,Spring,4.69999980926514,38,Yes,Yes,Yes,PayPal,Weekly,Low Value,Loyal
139,68,Male,29,Georgia,Clothing,Winter,4.40000009536743,42,Yes,Yes,Yes,Bank Transfer,Weekly,Low Value,Loyal
140,49,Male,95,Florida,Outerwear,Fall,3.79999995231628,30,Yes,Yes,Yes,Venmo,Annually,High Value,Loyal
141,63,Male,28,North Carolina,Clothing,Fall,3.90000009536743,50,Yes,Yes,Yes,Credit Card,Weekly,Low Value,Loyal
142,56,Male,46,Virginia,Accessories,Fall,4.90000009536743,45,Yes,Yes,Yes,PayPal,Weekly,Low Value,Loyal
143,37,Male,58,Nebraska,Outerwear,Fall,3.09999990463257,33,Yes,Yes,Yes,Credit Card,Fortnightly,Medium Value,Loyal
144,30,Male,48,Missouri,Outerwear,Fall,2.70000004768372,25,Yes,Yes,Yes,PayPal,Quarterly,Low Value,Regular
145,19,Male,43,New Jersey,Footwear,Fall,3.20000004768372,25,Yes,Yes,Yes,Cash,Monthly,Low Value,Regular
146,24,Male,95,Missouri,Accessories,Fall,4.5,44,Yes,Yes,Yes,Debit Card,Quarterly,High Value,Loyal
147,52,Male,30,Colorado,Clothing,Fall,4,21,Yes,Yes,Yes,Venmo,Fortnightly,Low Value,Regular
148,63,Male,64,Idaho,Footwear,Summer,3.5,31,Yes,Yes,Yes,Bank Transfer,Fortnightly,Medium Value,Loyal
149,37,Male,90,Wyoming,Accessories,Fall,2.59999990463257,47,Yes,Yes,Yes,Debit Card,Annually,High Value,Loyal
150,38,Male,76,Delaware,Clothing,Summer,3.20000004768372,14,Yes,Yes,Yes,PayPal,Monthly,Medium Value,Regular
151,35,Male,96,California,Footwear,Fall,4.90000009536743,17,Yes,Yes,Yes,Debit Card,Every 3 Months,High Value,Regular
152,28,Male,47,North Dakota,Accessories,Fall,4.5,3,Yes,Yes,Yes,Venmo,Annually,Low Value,New
153,30,Male,85,South Carolina,Clothing,Summer,4.30000019073486,42,Yes,Yes,Yes,Venmo,Annually,High Value,Loyal
154,69,Male,55,North Carolina,Clothing,Winter,3.20000004768372,22,Yes,Yes,Yes,Debit Card,Annually,Medium Value,Regular
155,41,Male,98,Oklahoma,Clothing,Fall,3.59999990463257,21,Yes,Yes,Yes,Venmo,Quarterly,High Value,Regular
156,63,Male,77,Maine,Clothing,Spring,4.30000019073486,21,Yes,Yes,Yes,Bank Transfer,Quarterly,Medium Value,Regular
157,35,Male,26,Missouri,Clothing,Fall,4,40,Yes,Yes,Yes,Debit Card,Annually,Low Value,Loyal
158,36,Male,68,Vermont,Accessories,Fall,3,1,Yes,Yes,Yes,Bank Transfer,Fortnightly,Medium Value,New
159,25,Male,73,Connecticut,Clothing,Fall,4.09999990463257,50,Yes,Yes,Yes,Bank Transfer,Monthly,Medium Value,Loyal
160,58,Male,27,New Hampshire,Accessories,Fall,3.79999995231628,39,Yes,Yes,Yes,Bank Transfer,Every 3 Months,Low Value,Loyal
161,27,Male,23,Texas,Accessories,Summer,4.59999990463257,34,Yes,Yes,Yes,Venmo,Monthly,Low Value,Loyal
162,65,Male,49,North Dakota,Accessories,Fall,3,29,Yes,Yes,Yes,Venmo,Fortnightly,Low Value,Regular
163,54,Male,74,California,Accessories,Summer,3,31,Yes,Yes,Yes,PayPal,Bi-Weekly,Medium Value,Loyal
164,54,Male,67,Virginia,Clothing,Summer,3.40000009536743,8,Yes,Yes,Yes,Debit Card,Weekly,Medium Value,New
165,59,Male,65,Delaware,Accessories,Spring,2.59999990463257,5,Yes,Yes,Yes,Credit Card,Fortnightly,Medium Value,New
166,42,Male,60,Kentucky,Accessories,Winter,2.79999995231628,7,Yes,Yes,Yes,Cash,Monthly,Medium Value,New
167,46,Male,31,Delaware,Footwear,Fall,4,30,Yes,Yes,Yes,Cash,Monthly,Low Value,Loyal
168,33,Male,27,Arkansas,Accessories,Fall,4,14,Yes,Yes,Yes,Credit Card,Every 3 Months,Low Value,Regular
169,34,Male,80,Louisiana,Footwear,Summer,3,5,Yes,Yes,Yes,Cash,Fortnightly,High Value,New
170,27,Male,30,Nevada,Outerwear,Summer,3.29999995231628,3,Yes,Yes,Yes,PayPal,Every 3 Months,Low Value,New
171,52,Male,25,Wyoming,Clothing,Fall,2.59999990463257,46,Yes,Yes,Yes,Venmo,Bi-Weekly,Low Value,Loyal
172,29,Male,35,Virginia,Clothing,Summer,3.59999990463257,4,Yes,Yes,Yes,Credit Card,Weekly,Low Value,New
173,54,Male,67,Nebraska,Accessories,Summer,3.90000009536743,42,Yes,Yes,Yes,Credit Card,Bi-Weekly,Medium Value,Loyal
174,25,Male,46,Hawaii,Accessories,Fall,3.40000009536743,30,Yes,Yes,Yes,Cash,Annually,Low Value,Loyal
175,41,Male,35,Vermont,Footwear,Winter,3.5,37,Yes,Yes,Yes,Venmo,Annually,Low Value,Loyal
176,53,Male,86,Oklahoma,Outerwear,Fall,2.79999995231628,2,Yes,Yes,Yes,Bank Transfer,Annually,High Value,New
177,53,Male,81,New Hampshire,Accessories,Spring,2.70000004768372,30,Yes,Yes,Yes,Credit Card,Quarterly,High Value,Loyal
178,21,Male,42,Kansas,Clothing,Fall,3.70000004768372,47,Yes,Yes,Yes,Bank Transfer,Monthly,Low Value,Loyal
179,61,Male,43,Idaho,Clothing,Fall,4.30000019073486,21,Yes,Yes,Yes,PayPal,Quarterly,Low Value,Regular
180,64,Male,31,Illinois,Footwear,Fall,4.90000009536743,9,Yes,Yes,Yes,Bank Transfer,Fortnightly,Low Value,New
181,51,Male,81,South Dakota,Footwear,Fall,3.29999995231628,12,Yes,Yes,Yes,Debit Card,Fortnightly,High Value,Regular
182,32,Male,61,Massachusetts,Clothing,Summer,4.69999980926514,4,Yes,Yes,Yes,Bank Transfer,Weekly,Medium Value,New
183,38,Male,96,Alabama,Accessories,Summer,2.79999995231628,10,Yes,Yes,Yes,Debit Card,Annually,High Value,Regular
184,58,Male,29,Ohio,Clothing,Spring,3.59999990463257,26,Yes,Yes,Yes,Credit Card,Weekly,Low Value,Regular
185,32,Male,33,Hawaii,Footwear,Spring,3,40,Yes,Yes,Yes,Cash,Fortnightly,Low Value,Loyal
186,46,Male,32,Wisconsin,Clothing,Summer,4.5,34,Yes,Yes,Yes,Bank Transfer,Fortnightly,Low Value,Loyal
187,39,Male,56,Minnesota,Accessories,Summer,2.90000009536743,31,Yes,Yes,Yes,Debit Card,Annually,Medium Value,Loyal
188,19,Male,94,Georgia,Footwear,Spring,3.29999995231628,1,Yes,Yes,Yes,Bank Transfer,Bi-Weekly,High Value,New
189,50,Male,53,Arkansas,Clothing,Spring,3.09999990463257,5,Yes,Yes,Yes,Bank Transfer,Bi-Weekly,Medium Value,New
190,36,Male,82,West Virginia,Clothing,Fall,4.40000009536743,4,Yes,Yes,Yes,Credit Card,Weekly,High Value,New
191,65,Male,70,Indiana,Outerwear,Fall,3,48,Yes,Yes,Yes,Venmo,Quarterly,Medium Value,Loyal
192,64,Male,76,Utah,Accessories,Fall,3.90000009536743,29,Yes,Yes,Yes,Cash,Every 3 Months,Medium Value,Regular
193,46,Male,29,Nebraska,Footwear,Summer,2.90000009536743,12,Yes,Yes,Yes,PayPal,Bi-Weekly,Low Value,Regular
194,36,Male,100,North Dakota,Accessories,Fall,3,29,Yes,Yes,Yes,Venmo,Annually,High Value,Regular
195,51,Male,94,Missouri,Accessories,Spring,3.09999990463257,15,Yes,Yes,Yes,Debit Card,Quarterly,High Value,Regular
196,51,Male,25,New York,Outerwear,Fall,4.30000019073486,34,Yes,Yes,Yes,Credit Card,Monthly,Low Value,Loyal
197,38,Male,88,Washington,Footwear,Summer,3.90000009536743,41,Yes,Yes,Yes,Credit Card,Fortnightly,High Value,Loyal
198,59,Male,78,South Carolina,Accessories,Fall,3.20000004768372,41,Yes,Yes,Yes,Credit Card,Monthly,Medium Value,Loyal
199,57,Male,45,Utah,Accessories,Winter,4.80000019073486,39,Yes,Yes,Yes,Credit Card,Fortnightly,Low Value,Loyal
200,54,Male,73,Idaho,Accessories,Summer,3.79999995231628,32,Yes,Yes,Yes,Cash,Weekly,Medium Value,Loyal
201,25,Male,61,Pennsylvania,Clothing,Summer,3.29999995231628,29,Yes,Yes,Yes,Venmo,Monthly,Medium Value,Regular
202,69,Male,22,Missouri,Clothing,Fall,4.30000019073486,15,Yes,Yes,Yes,Bank Transfer,Annually,Low Value,Regular
203,57,Male,38,Nebraska,Accessories,Spring,2.70000004768372,33,Yes,Yes,Yes,Venmo,Annually,Low Value,Loyal
204,70,Male,38,Indiana,Accessories,Fall,3.20000004768372,18,Yes,Yes,Yes,Bank Transfer,Weekly,Low Value,Regular
205,24,Male,100,Arizona,Footwear,Fall,4,35,Yes,Yes,Yes,Cash,Bi-Weekly,High Value,Loyal
206,67,Male,64,Hawaii,Clothing,Winter,3,25,Yes,Yes,Yes,PayPal,Weekly,Medium Value,Regular
207,24,Male,55,Wisconsin,Clothing,Summer,4.19999980926514,6,Yes,Yes,Yes,Venmo,Fortnightly,Medium Value,New
208,62,Male,91,Rhode Island,Accessories,Summer,2.90000009536743,17,Yes,Yes,Yes,Bank Transfer,Bi-Weekly,High Value,Regular
209,57,Male,38,Wisconsin,Clothing,Spring,4.09999990463257,17,Yes,Yes,Yes,Credit Card,Monthly,Low Value,Regular
210,55,Male,97,Minnesota,Footwear,Winter,3.20000004768372,44,Yes,Yes,Yes,Cash,Every 3 Months,High Value,Loyal
